ใน	naj˧
วิไลวรรณ	wi˦˥ laj˧ wan˧
ไทรทอง	tʰraj˧ tʰɔːŋ˧
ฐารส	tʰaː˩˩˦ rot̚˦˥
ปิ๋ว	piw˩˩˦
ดืสบวร์ค	dɯːt̚˨˩ bɔː˧ kʰɔː˧
ความชื่นชมยินดี	kʰwaːm˧ tɕʰɯːn˥˩ tɕʰom˧ jin˧ diː˧
อิยิปต์	ʔi˨˩ jip̚˨˩
วัฏฏะ	wat̚˦˥ ta˨˩ taʔ˨˩
เลขจำนวนเต็ม	leːk̚˥˩ tɕam˧ nuan˧ tem˧
ดีจริง	diː˧ tɕiŋ˧
เซิฟ	sɤːp̚˥˩
ตัดฉาก	tat̚˨˩ tɕʰaːk̚˨˩
รัมภา	ram˧ pʰaː˧
ชั้นเลิศ	tɕʰan˦˥ lɤːt̚˥˩
เวือทซ์บวร์ค	wɯa˧ tʰɔː˧ kʰɔː˧
เมนบอร์ด	meː˧
ซิสท์	sit̚˦˥
ตาดำ	taː˧ dam˧
จั๊กจั่น	tɕak̚˦˥ ka˨˩ tɕan˨˩
ไฮโดรเจนเพอร์ออกไซด์	haj˧ droː˧ tɕeːn˧ pʰɤː˧ ʔɔːk̚˨˩ saj˧
วิภังค์	wi˦˥ pʰaŋ˧
นาสวน	naː˧ suan˩˩˦
ดาษดื่น	daːt̚˨˩ dɯːn˨˩
แธม	tʰɛːm˧
สืบสันดาน	sɯːp̚˨˩ san˩˩˦ daːn˧
ซัลเฟอร์ไดออกไซด์	san˧ fɤː˧ daj˧ ʔɔːk̚˨˩ saj˧
เสียแรง	sia˩˩˦ rɛːŋ˧
โทเร	tʰoː˧ reː˧
แสร้งทำ	sɛːŋ˥˩ tʰam˧
ขาดอาหาร	kʰaːt̚˨˩ ʔaː˧ haːn˩˩˦
ลูกพี่	luːk̚˥˩ pʰiː˥˩
กลางบ้าน	klaːŋ˧ baːn˥˩
เสมือนหนึ่ง	sa˨˩ mɯan˩˩˦ nɯŋ˨˩
ลิโนเลอิก	li˦˥ noː˧ la˦˥ ʔɤːk̚˨˩
เกาะเกี่ยว	kɔ˨˩ kiaw˨˩
ดาห์ชูร์	daː˧ tɕʰuː˧
ลล	la˦˥ laʔ˦˥
คลินิค	kʰli˦˥ nik̚˨˩
อัตตะ	ʔat̚˨˩ taʔ˨˩
มิน่า	mi˦˥ naː˥˩
สันตติ	san˩˩˦ ta˨˩ tiʔ˨˩
นอร์เทิร์นเทร์	nɔː˧ tʰɤːn˧ tʰeː˧
ดีทูบี	diː˧ tʰuː˧ biː˧
ได้แต้ม	daːj˥˩ tɛːm˥˩
ภรรยาลับ	pʰan˧ jaː˧ lap̚˦˥
กาไหล่	kaː˧ laj˨˩
เกลื้อน	klɯan˥˩
โทะบะ	tʰo˦˥ baʔ˨˩
ทลิ่ง	tʰa˦˥ liŋ˥˩
แสดงนัย	sa˨˩ dɛːŋ˧ naj˧
ป่าวร้อง	paːw˨˩ rɔːŋ˦˥
ซึซึ	sɯ˦˥ sɯʔ˦˥
ประวัติการทำงาน	pra˨˩ wat̚˨˩ ti˨˩ kaːn˧ tʰam˧ ŋaːn˧
ทองกวาว	tʰɔːŋ˧ kwaːw˧
เม่ง	meːŋ˥˩
บะระห์	ba˨˩ raʔ˦˥
จ๊อกกี้	tɕɔːk̚˦˥ kiː˥˩
วอกซ์	wɔːk̚˥˩
ไฟธาตุ	faj˧ tʰaːt̚˥˩
ความเคยชิน	kʰwaːm˧ kʰɤːj˧ tɕʰin˧
เว็ท	wet̚˦˥
ติดมือ	tit̚˨˩ mɯː˧
พ้นอันตราย	pʰon˦˥ ʔan˧ ta˨˩ raːj˧
เว็ต	wet̚˦˥
ศเตอร์	sa˨˩ tɤː˧
บุณย์	bun˧
เลอียด	la˦˥ ʔiat̚˨˩
ณาญา	naː˧ jaː˧
แง้ว	ŋɛːw˦˥
ไม้หวงห้าม	maːj˦˥ huaŋ˩˩˦ haːm˥˩
ฮวยก๊วยซัว	huaj˧ kuaj˦˥ sua˧
บัญชีออมทรัพย์	ban˧ tɕʰiː˧ ʔɔːm˧ sap̚˦˥
ซ้าป	saːp̚˦˥
เบื้องต่ำ	bɯaŋ˥˩ tam˨˩
ดอกกระมัง	dɔːk̚˨˩ kra˨˩ maŋ˧
การยักยอก	kaːn˧ jak̚˦˥ jɔːk̚˥˩
ครึ้ม	kʰrɯm˦˥
คานหาม	kʰaːn˧ haːm˩˩˦
ดาวทะเล	daːw˧ tʰa˦˥ leː˧
ต้มตุ๋น	tom˥˩ tun˩˩˦
ทัดดอกไม้	tʰat̚˦˥ dɔːk̚˨˩ maj˦˥
น้อยหน่า	nɔːj˦˥ naː˨˩
พริกหยวก	pʰrik̚˦˥ juak̚˨˩
มะเฟือง	ma˦˥ fɯaŋ˧
ล้อเล่น	lɔː˦˥ len˥˩
สหชาติ	sa˨˩ ha˨˩ tɕʰaːt̚˥˩
หน้ามืด	naː˥˩ mɯːt̚˥˩
หมู่โลหิต	muː˨˩ loː˧ hit̚˨˩
หัวแม่มือ	hua˩˩˦ mɛː˥˩ mɯː˧
อลูมิเนียม	ʔa˨˩ luː˧ mi˦˥ niam˧
อืด	ʔɯːt̚˨˩
อุษาคเนย์	ʔu˨˩ saː˩˩˦ kʰa˦˥ neː˧
ฮวงซุ้ย	huaŋ˧ suj˦˥
เคยชิน	kʰɤːj˧ tɕʰin˧
เจอร์เมเนียม	tɕɤː˧ meː˧ niam˥˩
เฉาก๊วย	tɕʰaw˩˩˦ kuaj˦˥
เชยชม	tɕʰɤːj˧ tɕʰom˧
เศรษฐศาสตร์จุลภาค	seːt̚˨˩ tʰa˨˩ saːt̚˨˩ tɕun˧ la˦˥ pʰaːk̚˥˩
โทษทางวินัย	tʰoːt̚˥˩ tʰaːŋ˧ wi˦˥ naj˧
เกลื่อนกลาด	klɯan˨˩ klaːt̚˨˩
คอกม้า	kʰɔː˧ ka˨˩ maː˥˩
ขอแรง	kʰɔː˩˩˦ rɛːŋ˧
โดยไม่เจตนา	doːj˧ maj˥˩ tɕeːt̚˨˩ ta˨˩ naː˧
มุขย	muk̚˦˥ kʰa˨˩ jaʔ˦˥
แมช	mɛːt̚˥˩
พุทธสมาคม	pʰut̚˦˥ tʰa˦˥ sa˨˩ maː˧ kʰom˧
พิษงู	pʰiʔ˦˥
หม้อดิน	mɔː˥˩ din˧
อัลเบร็คท์	ʔan˧ ba˨˩ rek̚˨˩
เพิ่มคุณค่า	pʰɤːm˥˩ kʰun˧ kʰaː˥˩
ผู้มาใหม่	pʰuː˥˩ maː˧ maj˨˩
งฮ	ŋɔː˧ hɔː˧
ข้อมูลเข้า	kʰɔː˥˩ muːn˧ kʰaw˥˩
กระลา	kra˨˩ laː˧
วิ่งแข่ง	wiŋ˥˩ kʰɛːŋ˨˩
สารภาพผิด	saː˩˩˦ ra˦˥ pʰaːp̚˥˩ pʰit̚˨˩
ไบน์	baj˧
เซรามิค	saw˧ mik̚˦˥
เนว	neːw˧
ท้องแบน	tʰɔːŋ˦˥ bɛːn˧
เดิร์ด	dɤːt̚˨˩
เชย์	tɕʰeː˧
กีฬากลางแจ้ง	kiː˧ laː˧ klaːŋ˧ tɕɛːŋ˥˩
อาณาประชาราษฎร์	ʔaː˧ naː˧ pra˨˩ tɕʰaː˧ raːt̚˥˩
ปริศนาธรรม	prit̚˨˩ sa˨˩ naː˩˩˦ tʰam˧
แฟฟ	fɛːp̚˥˩
กศ	kot̚˨˩
จืดชืด	tɕɯːt̚˨˩ tɕʰɯːt̚˥˩
ของ้าว	kʰɔː˩˩˦ ŋaːw˦˥
คเลอร์	
เคี่ยม	kʰiam˥˩
ทริชท์	tʰrit̚˦˥
ดสลีย์	dot̚˨˩ liː˧
รับหน้า	rap̚˦˥ naː˥˩
ของส่วนตัว	kʰɔːŋ˩˩˦ suan˨˩ tua˧
มองการณ์ไกล	mɔːŋ˧ kaːn˧ klaj˧
ปุ๋ยเคมี	puj˩˩˦ kʰeː˧ miː˧
ติละ	ti˨˩ laʔ˦˥
ปล	pon˧
โมทนา	moː˧ tʰa˦˥ naː˧
มหาวรรค	ma˦˥ haː˩˩˦ wak̚˦˥
เลือดคั่ง	lɯat̚˥˩ kʰaŋ˥˩
หลั่งเลือด	laŋ˨˩ lɯat̚˥˩
คนเหนือ	kʰon˧ nɯa˩˩˦
ยากิน	jaː˧ kin˧
สไลเดอร์	sa˨˩ laj˩˩˦ dɤː˧
ตีลด์	tiːn˧
ล้างผลาญ	laːŋ˦˥ pʰlaːn˩˩˦
ดินเค็ม	din˧ kʰem˧
คิป	kʰip̚˦˥
คิฎิร	kʰi˦˥ din˧
ฮีย์	hiː˧
ประตูออก	pra˨˩ tuː˧ ʔɔːk̚˨˩
ษาธิ	saː˩˩˦ tʰiʔ˦˥
นธร	na˦˥ tʰɔːn˧
ผ่อนชำระ	pʰɔːn˨˩ tɕʰam˧ raʔ˦˥
เกมส์โชว์	keːm˧ tɕʰoː˧
ตึงตัว	tɯŋ˧ tua˧
ขู	kʰuː˩˩˦
มหิป	ma˦˥ hip̚˨˩
ย่านยาว	jaːn˥˩ jaːw˧
ลาตาย	laː˧ taːj˧
ล้อรถ	lɔː˦˥ rot̚˦˥
ประเจียด	pra˨˩ tɕiat̚˨˩
จุดศูนย์ถ่วง	tɕut̚˨˩ suːn˩˩˦ tʰuaŋ˨˩
นต้า	
ลเดีย	lɔː˧ dia˧
ตามสมัย	taːm˧ sa˨˩ maj˩˩˦
คนแนะนำ	kʰon˧ nɛ˦˥ nam˧
อุโมงค์ใต้ดิน	ʔu˨˩ moːŋ˧ taːj˥˩ din˧
ฮุม	hum˧
ลดความอ้วน	lot̚˦˥ kʰwaːm˧ ʔuan˥˩
ภาพมายา	pʰaːp̚˥˩ maː˧ jaː˧
เจ้ากระทรวง	tɕaːw˥˩ kra˨˩ suaŋ˧
การเทิดพระเกียรติ	kaːn˧ tʰɤːt̚˥˩ pʰra˦˥ kiat̚˨˩
นิตส์	nit̚˦˥
ผัสสะ	pʰat̚˨˩ saʔ˨˩
ธรรมสภา	tʰam˧ ma˦˥ sa˨˩ pʰaː˧
รั่ม	ram˥˩
อบวร์ค	ʔop̚˨˩ wɔː˧
เฉพาะตอน	tɕʰa˨˩ pʰɔ˦˥ tɔːn˧
ฆอร์เฆ	kʰɔː˧ kʰeː˧
แยซด์	jɛːt̚˥˩
คัทลียา	kʰat̚˦˥ tʰa˦˥ liː˧ jaː˧
ติดตามผลงาน	tit̚˨˩ taːm˧ pʰon˩˩˦ ŋaːn˧
อภิชิต	ʔa˨˩ pʰi˦˥ tɕʰit̚˦˥
ช้อง	tɕʰɔːŋ˦˥
กอร์กอน	kɔː˧ kɔːn˧
ลาร์ก	laːk̚˥˩
ขาดตลาด	kʰaːt̚˨˩ ta˨˩ laːt̚˨˩
ใจกล้า	tɕaj˧ klaː˥˩
ฟเตอร์	fɔː˧ tɤː˥˩
ตัวร้อน	tua˧ rɔːn˦˥
เวเลอร์	weː˧ lɤː˧
ขุดคุ้ย	kʰut̚˨˩ kʰuj˦˥
ชั้นลอย	tɕʰan˦˥ lɔːj˧
วิศรุต	wit̚˦˥ sa˨˩ rut̚˦˥
มย็อน	ma˦˥ jɔn˧
เลเกอส์	leː˧ kɤː˧
ถ่วงน้ำ	tʰuaŋ˨˩ naːm˦˥
คนคุม	kʰon˧ kʰum˧
ขีดเส้นใต้	kʰiːt̚˨˩ seːn˥˩ taːj˥˩
กัมพล	kam˧ pʰon˧
ชี้บอก	tɕʰiː˦˥ bɔːk̚˨˩
ซัปโปโร	sap̚˦˥ poː˧ roː˧
ต่อราคา	tɔː˨˩ raː˧ kʰaː˧
วป	wop̚˦˥
วรัท	wa˦˥ rat̚˦˥
เพาะชำ	pʰɔ˦˥ tɕʰam˧
ซุซุ	su˦˥ suʔ˦˥
โล่งใจ	loːŋ˥˩ tɕaj˧
เบรค	breːk̚˨˩
โพระดก	pʰoː˧ ra˦˥ dok̚˨˩
รกอร์	ra˦˥ kɔː˧
ฝืดเคือง	fɯːt̚˨˩ kʰɯaŋ˧
อาบยาพิษ	ʔaːp̚˨˩ jaː˧ pʰit̚˦˥
หึ	hɯʔ˨˩
ตตม	ta˨˩ tom˧
เลฌียงดอเนอร์	ŋot̚˦˥ ʔa˨˩ nɤː˧
ตัดเสื้อ	tat̚˨˩ sɯa˥˩
ปัทมราช	pat̚˨˩ tʰa˦˥ ma˦˥ raːt̚˥˩
พื้นเดิม	pʰɯːn˦˥ dɤːm˧
ฮาเนดะ	haː˧ na˨˩ deʔ˦˥
เพ่ย์	pʰeː˥˩
ฟรอนท์	frɔːn˧
เบื้องสูง	bɯaŋ˥˩ suːŋ˩˩˦
ตัวเปล่า	tua˧ plaw˨˩
ซินีม่า	si˦˥ niː˧ maː˥˩
สณฑ์	son˩˩˦
ลิ้นหมา	lin˦˥ maː˩˩˦
ลอมพอก	lɔːm˧ pʰɔːk̚˥˩
ทำครัว	tʰam˧ kʰrua˧
ละมั่ง	la˦˥ maŋ˥˩
หลวน	luan˩˩˦
ลื่นไถล	lɯːn˥˩ tʰa˨˩ laj˩˩˦
คอสต์เนอร์	kʰɔːt̚˥˩ nɤː˧
ปื้น	pɯːn˥˩
หัวอก	hua˩˩˦ ʔok̚˨˩
อู่ซ่อมรถ	ʔuː˨˩ sɔːm˥˩ rot̚˦˥
นั้ง	naŋ˦˥
การผลัดเปลี่ยน	kaːn˧ pʰlat̚˨˩ plian˨˩
คบหาสมาคม	kʰop̚˦˥ haː˩˩˦ sa˨˩ maː˧ kʰom˧
บัญญา	ban˧ jaː˧
เติกส์	tɤːk̚˨˩
การเวียนเทียน	kaːn˧ wian˧ tʰian˧
มากหน้าหลายตา	maːk̚˥˩ naː˥˩ laːj˩˩˦ taː˧
ตริตรอง	tri˨˩ trɔːŋ˧
รมณี	rom˧ ma˦˥ niː˧
หาเหตุ	haː˩˩˦ heːt̚˨˩
ทางแก้	tʰaːŋ˧ kɛː˥˩
ภควา	pʰa˦˥ kʰa˦˥ waː˧
แอบซ่อน	ʔɛːp̚˨˩ sɔːn˥˩
แก็ส	kɛt̚˨˩
อบอ้าว	ʔop̚˨˩ ʔaːw˥˩
คณะสังคมสงเคราะห์ศาสตร์	kʰa˦˥ na˦˥ saŋ˩˩˦ kʰom˧ soŋ˩˩˦ kʰrɔ˦˥ saːt̚˨˩
แรงค์	rɛːŋ˧
ตัวนำยิ่งยวด	tua˧ nam˧ jiŋ˥˩ juat̚˥˩
นอกขอบเขต	nɔːk̚˥˩ kʰɔːp̚˨˩ kʰeːt̚˨˩
เคร่งเครียด	kʰreːŋ˥˩ kʰriat̚˥˩
เลล	leːn˧
เพิร์ซ	pʰɤːt̚˥˩
บัมแบร์ค	bam˧ bɛː˧
เช่นใด	tɕʰeːn˥˩ daj˧
เคงก์	kʰeːŋ˧
ราสี	raː˧ siː˩˩˦
อิแม	ʔi˨˩ mɛː˧
ผู้ก่อการร้ายคอมมิวนิสต์	pʰuː˥˩ kɔː˨˩ kaːn˧ raːj˦˥ kʰɔːm˧ miw˧ nit̚˦˥
การยึดมั่น	kaːn˧ jɯt̚˦˥ man˥˩
อัดฉีด	ʔat̚˨˩ tɕʰiːt̚˨˩
กรมทะเบียนการค้า	krom˧ tʰa˦˥ bian˧ kaːn˧ kʰaː˦˥
ออกวัง	ʔɔːk̚˨˩ waŋ˧
ดาวพระศุกร์	daːw˧ pʰra˦˥ suk̚˨˩
ลูกศิษย์ลูกหา	luːk̚˥˩ sit̚˨˩ luːk̚˥˩ haː˩˩˦
เอาใจออกหาก	ʔaw˧ tɕaj˧ ʔɔːk̚˨˩ haːk̚˨˩
เอกส	ʔa˨˩ keːt̚˨˩
นนทรีย์	non˧ siː˧
ยต	ja˦˥ taʔ˨˩
โมซาร์ท	moː˧ saːt̚˥˩
แทร็กซ์	tʰa˦˥ rɛk̚˦˥
ปลาตู้	plaː˧ tuː˥˩
เดอร์สลีย์	dɤː˧ sa˨˩ liː˩˩˦
ไนโตรเจนออกไซด์	naj˧ troː˧ tɕeːn˧ ʔɔːk̚˨˩ saj˧
การเพ้อ	kaːn˧ pʰɤː˦˥
ผ่องแผ้ว	pʰɔːŋ˨˩ pʰɛːw˥˩
พรักพร้อม	pʰrak̚˦˥ pʰrɔːm˦˥
รายได้แผ่นดิน	raːj˧ daːj˥˩ pʰɛːn˨˩ din˧
ฝ่าละอองธุลีพระบาท	faː˨˩ la˦˥ ʔɔːŋ˧ tʰu˦˥ liː˧ pʰra˦˥ baːt̚˨˩
สายดิ่ง	saː˩˩˦ ja˦˥ diŋ˨˩
รวบยอด	ruap̚˥˩ jɔːt̚˥˩
ลวัลด์	la˦˥ wan˧
สตอร์ฟ	sa˨˩ tɔːp̚˨˩
ส่ำ	sam˨˩
ขาง	kʰaːŋ˩˩˦
อัคร์	ʔak̚˨˩
บูลม่า	buː˧ la˦˥ maː˥˩
นักรัก	nak̚˦˥ rak̚˦˥
โฉมฉาย	tɕʰoːm˩˩˦ tɕʰaːj˩˩˦
รุกขชาติ	ruk̚˦˥ kʰa˨˩ tɕʰaːt̚˥˩
กระยาจก	kra˨˩ jaː˧ tɕok̚˨˩
เธลเร็ด	tʰeː˧
ข้างลาย	kʰaːŋ˥˩ laːj˧
ลมค้า	lom˧ kʰaː˦˥
อีแซว	ʔiː˧ sɛːw˧
วเลตต์	wa˦˥ leːt̚˥˩
คลาไคล	kʰlaː˧ kʰlaj˧
หลอกตัวเอง	lɔːk̚˨˩ tua˧ ʔeːŋ˧
วิรัติ	wi˦˥ rat̚˦˥
แฟลกซ์	flɛːk̚˥˩
ปฐมฌาน	pa˨˩ tʰom˩˩˦ ma˦˥ tɕʰaːn˧
แทรปพิสต์	tʰrɛːp̚˥˩ pʰit̚˦˥
กยอ	
แมทซ์	mɛːt̚˥˩
เท็นเท็น	tʰen˧ tʰen˧
ดัสเช	dat̚˨˩ tɕʰeː˧
ชอคทอว์	tɕʰɔːk̚˥˩ tʰɔː˧
จ็อนเบอเน	tɕɔn˧ bɤː˧ neː˧
การเสก	kaːn˧ seːk̚˨˩
กิโลไบต์	ki˨˩ loː˧ baj˦˥
ก้าวล่วง	kaːw˥˩ luaŋ˥˩
ขจาย	kʰa˨˩ tɕaːj˧
ขีดฆ่า	kʰiːt̚˨˩ kʰaː˥˩
ขึ้นฉ่าย	kʰɯn˥˩ tɕʰaːj˨˩
คริปทอน	kʰrip̚˦˥ tʰɔn˥˩
คันธะ	kʰan˧ tʰaʔ˦˥
คางทูม	kʰaːŋ˧ tʰuːm˧
ง่อย	ŋɔj˥˩
ซิการ์	si˦˥ kaː˥˩
ดอกฟ้า	dɔːk̚˨˩ faː˦˥
ทรพี	tʰɔː˧ ra˦˥ pʰiː˧
ทีปะ	tʰiː˧ paʔ˨˩
ปลาดิบ	plaː˧ dip̚˨˩
พิเรนทร์	pʰi˦˥ reːn˧
มาม่า	maː˧ maː˥˩
ลายแทง	laːj˧ tʰɛːŋ˧
วาซาบิ	waː˧ saː˧ biʔ˨˩
สะกิด	sa˨˩ kit̚˨˩
สายล่อฟ้า	saːj˩˩˦ lɔː˥˩ faː˦˥
อพาร์ทเมนท์	ʔa˨˩ pʰaːt̚˦˥ men˦˥
เม้าส์	maw˦˥
เล่นตัว	len˥˩ tua˧
เอ็กซ์เรย์	ʔek̚˨˩ reː˧
แมงลัก	mɛːŋ˧ lak̚˦˥
แรคคูน	rɛk̚˦˥ kʰuːn˧
โชย	tɕʰoːj˧
ธรรมนิยม	tʰam˧ ma˦˥ ni˦˥ jom˧
เล่ย์	leː˥˩
เอ็นอีซี	ʔen˧ ʔiː˧ siː˧
ภังค์	pʰaŋ˧
ปีสุริยคติ	piː˧ su˨˩ ri˦˥ ja˦˥ kʰa˦˥ tiʔ˨˩
เติมต่อ	tɤːm˧ tɔː˨˩
ตัดต่อภาพ	tat̚˨˩ tɔː˨˩ pʰaːp̚˥˩
กฤตย์	krit̚˨˩
ว้าก	waːk̚˦˥
โดยประมาท	doːj˧ pra˨˩ maːt̚˨˩
นาร์เมอร์	naː˥˩ mɤː˧
กิลกิต	ki˨˩ la˦˥ kit̚˨˩
คอสอง	kʰɔː˧ sɔːŋ˩˩˦
เนื้อทราย	nɯa˦˥ saːj˧
ห้องเย็น	hɔːŋ˥˩ jen˧
หยั่งเสียง	jaŋ˨˩ siaŋ˩˩˦
ดีดีที	diː˧ diː˧ tʰiː˧
เค้ส	kʰeːt̚˦˥
ให้สัตย์	haj˥˩ sat̚˨˩
คำชวน	kʰam˧ tɕʰuan˧
ผู้เดิน	pʰuː˥˩ dɤːn˧
โพลีฟีนอล	pʰoː˧ liː˧ fiː˧ nɔːn˧
บาเรล	baː˧ reːn˧
ฮัชไมต์	hat̚˦˥ maj˧
เจตคติ	tɕeːt̚˨˩ kʰa˦˥ tiʔ˨˩
ความกังขา	kʰwaːm˧ kaŋ˧ kʰaː˩˩˦
นายโรง	naːj˧ roːŋ˧
ครีเอเตอร์	kʰriː˧ ʔeː˧ tɤː˥˩
ความหมายแฝง	kʰwaːm˧ maːj˩˩˦ fɛːŋ˩˩˦
ยกเก็จ	jok̚˦˥ ket̚˨˩
เฟสต์	feːt̚˥˩
ซื้อขายแลกเปลี่ยน	sɯː˦˥ kʰaːj˩˩˦ lɛːk̚˥˩ plian˨˩
ฝ่ายขาย	faːj˨˩ kʰaːj˩˩˦
น่าขัน	naː˥˩ kʰan˩˩˦
โจษจัน	tɕoːt̚˨˩ tɕan˧
อาร์ติสต์	ʔaː˧ tit̚˨˩
แมดเฮาส์	mɛː˧
น่าหลงใหล	naː˥˩ loŋ˩˩˦ laj˩˩˦
ปริ๊นซ์	pa˨˩ rin˦˥
กณิกนันต์	ka˨˩ ni˨˩ ka˨˩ nan˧
ฑิณ	tʰin˧
โชติช่วง	tɕʰoːt̚˥˩ tɕʰuaŋ˥˩
คลอว์	kʰlɔː˧
ไมยราบ	maj˧ ja˦˥ raːp̚˥˩
คินี	kʰi˦˥ niː˧
ซอร์ก	sɔːk̚˥˩
มงต์	moŋ˧
พาเนล	pʰaː˧ neːn˧
ลโฟ	
แปรผันตรง	prɛː˧ pʰan˩˩˦ troŋ˧
ไม้เบื่อไม้เมา	maːj˦˥ bɯa˨˩ maːj˦˥ maw˧
ปู๋	puː˩˩˦
กอบโกย	kɔːp̚˨˩ koːj˧
นห	nɔː˧ hɔː˩˩˦
ศาจารย์	saː˩˩˦ tɕaːn˧
แนง	nɛːŋ˧
โคนขา	kʰoːn˧ kʰaː˩˩˦
จีนฮ่องกง	tɕiːn˧ hɔːŋ˥˩ koŋ˧
ความเป็นผู้หญิง	kʰwaːm˧ pen˧ pʰuː˥˩ jiŋ˩˩˦
คำพ้องความหมาย	kʰam˧ pʰɔːŋ˦˥ kʰwaːm˧ maːj˩˩˦
จักสาน	tɕak̚˨˩ saːn˩˩˦
ด่อ	dɔː˨˩
ช่าน	tɕʰaːn˥˩
งานเอกสาร	ŋaːn˧ ʔeːk̚˨˩ ka˨˩ saːn˩˩˦
ดีแมคซ์	diː˧ mɛːk̚˥˩
น่าเลื่อมใส	naː˥˩ lɯam˥˩ saj˩˩˦
เริ่มกิจการ	rɤːm˥˩ kit̚˨˩ tɕa˨˩ kaːn˧
เภ	pʰeː˧
บัวกลุ่ม	bua˧ klum˨˩
พล่า	pʰlaː˥˩
เพลงกล่อมเด็ก	pʰleːŋ˧ klɔːm˨˩ dek̚˨˩
ส้มฉุน	som˥˩ tɕʰun˩˩˦
ทางสังคมวิทยา	tʰaːŋ˧ saŋ˩˩˦ kʰom˧ wit̚˦˥ tʰa˦˥ jaː˧
เต๋อจง	tɤː˩˩˦ tɕoŋ˧
เนิ้ง	nɤːŋ˦˥
ขอก	kʰɔːk̚˨˩
ทุ่งโล่ง	tʰuŋ˥˩ loːŋ˥˩
ปลัง	plaŋ˧
บูฆอรอ	buːk̚˨˩ ʔa˨˩ rɔː˧
เอ็ท	ʔet̚˨˩
ผ้าขนสัตว์	
ร้านขายเสื้อผ้า	raːn˦˥ kʰaːj˩˩˦ sɯa˥˩ pʰaː˥˩
ธัญญ์	tʰan˧
ตั๋วโดยสาร	tua˩˩˦ doːj˧ saːn˩˩˦
วัดพระยาไกร	wat̚˦˥ pʰra˦˥ jaː˧ kraj˧
อหิงสา	ʔa˨˩ hiŋ˩˩˦ saː˩˩˦
แสรก	sa˨˩ rɛːk̚˨˩
บานแพนก	baːn˧ pʰa˦˥ nɛːk̚˥˩
อาว์	ʔaː˧
จานรอง	tɕaːn˧ rɔːŋ˧
เมร์กัล	meː˧ kan˧
ชิ้นเล็กชิ้นน้อย	tɕʰin˦˥ lek̚˦˥ tɕʰin˦˥ nɔːj˦˥
ลังเลใจ	laŋ˧ leː˧ tɕaj˧
ลเลส	la˦˥ leːt̚˥˩
ความพอดี	kʰwaːm˧ pʰɔː˧ diː˧
กระสอบทราย	kra˨˩ sɔːp̚˨˩ saːj˧
มาลายู	maː˧ laː˧ juː˧
มูเน	muː˧ neː˧
คอยน์	kʰɔːj˧
เชิงเศรษฐกิจ	tɕʰɤːŋ˧ seːt̚˨˩ tʰa˨˩ kit̚˨˩
อเรนซ์	ʔa˨˩ reːn˧
พ่า	pʰaː˥˩
นิ่งเงียบ	niŋ˥˩ ŋiap̚˥˩
โปรเจค	proː˧ tɕeːk̚˨˩
เนรัญชรา	neː˧ ran˧ tɕʰa˦˥ raː˧
หมิว	miw˩˩˦
พรีสต์	pʰriːt̚˥˩
น้ำดิบ	naːm˦˥ dip̚˨˩
ส่งวิทยุ	soŋ˨˩ wit̚˦˥ tʰa˦˥ juʔ˦˥
จ๊อบ	tɕɔːp̚˦˥
ไฉไล	tɕʰaj˩˩˦ laj˧
ไหวตัว	waj˩˩˦ tua˧
การล่อ	kaːn˧ lɔː˥˩
วิทูร	wi˦˥ tʰuːn˧
ฉลองพระบาท	tɕʰa˨˩ lɔːŋ˩˩˦ pʰra˦˥ baːt̚˨˩
นอบ	nɔːp̚˥˩
แบร์ย	bɛː˧
ริกส์	rik̚˦˥
สุวินทวงศ์	su˨˩ wi˦˥ na˦˥ tʰuaŋ˧
ลือลั่น	lɯː˧ lan˥˩
คึด	kʰɯt̚˦˥
เวย์ปั๋ว	weː˧ paw˩˩˦
แสดงปฏิกิริยา	sa˨˩ dɛːŋ˧ pa˨˩ ti˨˩ ki˨˩ ri˦˥ jaː˧
ของแปลก	kʰɔːŋ˩˩˦ plɛːk̚˨˩
รัชชูปการ	rat̚˦˥ tɕʰuː˧ pa˨˩ kaːn˧
ฑัณฑ์	tʰan˧
เสียค่าปรับ	sia˩˩˦ kʰaː˥˩ prap̚˨˩
แล็งปิ	lɛŋ˧ piʔ˨˩
เลิด	lɤːt̚˥˩
แซ็บ	sɛp̚˦˥
สำเริง	sam˩˩˦ rɤːŋ˧
นาลป์	naːn˧
ธิกรณ์	tʰi˦˥ kɔːn˧
ไน่	naj˥˩
การวิ่งเต้น	kaːn˧ wiŋ˥˩ teːn˥˩
กลุ่มอาชีพ	klum˨˩ ʔaː˧ tɕʰiːp̚˥˩
ดานซ์	daːn˧
ใหม	maj˧
กั๋ญ	kan˩˩˦
แก็ด	kɛt̚˨˩
ความระส่ำระสาย	kʰwaːm˧ ra˦˥ sam˨˩ ra˦˥ saːj˩˩˦
พั้ว	pʰaw˦˥
ทิ้งช่วง	tʰiŋ˦˥ tɕʰuaŋ˥˩
พงค์	pʰoŋ˧
สืบถาม	sɯːp̚˨˩ tʰaːm˩˩˦
อุตตมะ	ʔut̚˨˩ ta˨˩ maʔ˦˥
มูลดิน	muːn˧ din˧
สร้อยทอง	sɔːj˥˩ tʰɔːŋ˧
บูเลอวาร์ด	buː˧ leː˧ ʔa˨˩ waːt̚˨˩
